Test Type,Port Number / Nameserver,Result of Test
Port Egress,10832,open
Port Egress,10833,open
Port Egress,10834,open
Port Egress,10835,open
Port Egress,10836,open
Port Egress,10837,open
Port Egress,10838,open
Port Egress,10839,open
Port Egress,10840,open
Port Egress,10841,open
Port Egress,10842,open
Port Egress,10843,open
Port Egress,10844,open
Port Egress,10845,open
Port Egress,10846,open
Port Egress,10847,open
Port Egress,10849,open
Port Egress,10848,open
Port Egress,10850,open
Port Egress,10851,open
Port Egress,10852,open
Port Egress,10853,open
Port Egress,10854,open
Port Egress,10855,open
Port Egress,10856,open
Port Egress,10857,open
Port Egress,10858,open
Port Egress,10859,open
Port Egress,10860,open
Port Egress,10861,open
Port Egress,10862,open
Port Egress,10863,open
Port Egress,10865,open
Port Egress,10864,open
Port Egress,10866,open
Port Egress,10867,open
Port Egress,10868,open
Port Egress,10869,open
Port Egress,10870,open
Port Egress,10871,open
Port Egress,10872,open
Port Egress,10873,open
Port Egress,10874,open
Port Egress,10875,open
Port Egress,10876,open
Port Egress,10877,open
Port Egress,10879,open
Port Egress,10878,open
Port Egress,10880,open
Port Egress,10881,open
Port Egress,10882,open
Port Egress,10884,open
Port Egress,10883,open
Port Egress,10885,open
Port Egress,10887,open
Port Egress,10886,open
Port Egress,10888,open
Port Egress,10889,open
Port Egress,10890,open
Port Egress,10891,open
Port Egress,10892,open
Port Egress,10894,open
Port Egress,10893,open
Port Egress,10895,open
Port Egress,10896,open
Port Egress,10897,open
Port Egress,10898,open
Port Egress,10899,open
Port Egress,10900,open
Port Egress,10901,open
Port Egress,10902,open
Port Egress,10904,open
Port Egress,10903,open
Port Egress,10905,open
Port Egress,10906,open
Port Egress,10907,open
Port Egress,10908,open
Port Egress,10909,open
Port Egress,10910,open
Port Egress,10912,open
Port Egress,10911,open
Port Egress,10913,open
Port Egress,10914,open
Port Egress,10915,open
Port Egress,10916,open
Port Egress,10917,open
Port Egress,10918,open
Port Egress,10919,open
Port Egress,10920,open
Port Egress,10921,open
Port Egress,10922,open
Port Egress,10923,open
Port Egress,10924,open
Port Egress,10925,open
Port Egress,10926,open
Port Egress,10927,open
Port Egress,10928,open
Port Egress,10929,open
Port Egress,10930,open
Port Egress,10931,open
Port Egress,10932,open
Port Egress,10934,open
Port Egress,10933,open
Port Egress,10936,open
Port Egress,10935,open
Port Egress,10938,open
Port Egress,10937,open
Port Egress,10940,open
Port Egress,10939,open
Port Egress,10941,open
Port Egress,10943,open
Port Egress,10942,open
Port Egress,10944,open
Port Egress,10945,open
Port Egress,10946,open
Port Egress,10947,open
Port Egress,10948,open
Port Egress,10949,open
Port Egress,10951,open
Port Egress,10950,open
Port Egress,10952,open
Port Egress,10953,open
Port Egress,10954,open
Port Egress,10955,open
Port Egress,10956,open
Port Egress,10957,open
Port Egress,10958,open
Port Egress,10959,open
Port Egress,10960,open
Port Egress,10961,open
Port Egress,10962,open
Port Egress,10963,open
Port Egress,10964,open
Port Egress,10965,open
Port Egress,10966,open
Port Egress,10967,open
Port Egress,10968,open
Port Egress,10969,open
Port Egress,10970,open
Port Egress,10971,open
Port Egress,10972,open
Port Egress,10973,open
Port Egress,10974,open
Port Egress,10975,open
Port Egress,10976,open
Port Egress,10977,open
Port Egress,10978,open
Port Egress,10979,open
Port Egress,10980,open
Port Egress,10981,open
Port Egress,10983,open
Port Egress,10982,open
Port Egress,10984,open
Port Egress,10985,open
Port Egress,10986,open
Port Egress,10987,open
Port Egress,10988,open
Port Egress,10990,open
Port Egress,10989,open
Port Egress,10991,open
Port Egress,10992,open
Port Egress,10993,open
Port Egress,10994,open
Port Egress,10995,open
Port Egress,10996,open
Port Egress,10997,open
Port Egress,10998,open
Port Egress,10999,open
Port Egress,11000,open
Port Egress,11001,open
Port Egress,11002,open
Port Egress,11003,open
Port Egress,11004,open
Port Egress,11005,open
Port Egress,11006,open
Port Egress,11007,open
Port Egress,11008,open
Port Egress,11009,open
Port Egress,11010,open
Port Egress,11011,open
Port Egress,11012,open
Port Egress,11013,open
Port Egress,11014,open
Port Egress,11015,open
Port Egress,11016,open
Port Egress,11017,open
Port Egress,11018,open
Port Egress,11019,open
Port Egress,11020,open
Port Egress,11021,open
Port Egress,11022,open
Port Egress,11023,open
Port Egress,11024,open
Port Egress,11025,open
Port Egress,11026,open
Port Egress,11027,open
Port Egress,11028,open
Port Egress,11029,open
Port Egress,11030,open
Port Egress,11031,open
Port Egress,11032,open
Port Egress,11033,open
Port Egress,11034,open
Port Egress,11035,open
Port Egress,11036,open
Port Egress,11037,open
Port Egress,11038,open
Port Egress,11039,open
Port Egress,11040,open
Port Egress,11042,open
Port Egress,11041,open
Port Egress,11043,open
Port Egress,11044,open
Port Egress,11045,open
Port Egress,11046,open
Port Egress,11047,open
Port Egress,11048,open
Port Egress,11049,open
Port Egress,11050,open
Port Egress,11051,open
Port Egress,11052,open
Port Egress,11053,open
Port Egress,11054,open
Port Egress,11055,open
Port Egress,11056,open
Port Egress,11057,open
Port Egress,11058,open
Port Egress,11059,open
Port Egress,11060,open
Port Egress,11061,open
Port Egress,11062,open
Port Egress,11063,open
Port Egress,11064,open
Port Egress,11065,open
Port Egress,11066,open
Port Egress,11067,open
Port Egress,11068,open
Port Egress,11069,open
Port Egress,11070,open
Port Egress,11071,open
Port Egress,11072,open
Port Egress,11073,open
Port Egress,11074,open
Port Egress,11075,open
Port Egress,11076,open
Port Egress,11077,open
Port Egress,11078,open
Port Egress,11080,open
Port Egress,11079,open
Port Egress,11081,open
Port Egress,11082,open
Port Egress,11083,open
Port Egress,11084,open
Port Egress,11085,open
Port Egress,11086,open
Port Egress,11087,open
Port Egress,11088,open
Port Egress,11089,open
Port Egress,11091,open
Port Egress,11090,open
Port Egress,11092,open
Port Egress,11093,open
Port Egress,11094,open
Port Egress,11095,open
Port Egress,11096,open
Port Egress,11097,open
Port Egress,11098,open
Port Egress,11099,open
Port Egress,11100,open
Port Egress,11101,open
Port Egress,11102,open
Port Egress,11103,open
Port Egress,11104,open
Port Egress,11105,open
Port Egress,11106,open
Port Egress,11107,open
Port Egress,11108,open
Port Egress,11109,open
Port Egress,11110,open
Port Egress,11111,open
Port Egress,11112,open
Port Egress,11113,open
Port Egress,11114,open
Port Egress,11115,open
Port Egress,11116,open
Port Egress,11117,open
Port Egress,11118,open
Port Egress,11119,open
Port Egress,11121,open
Port Egress,11120,open
Port Egress,11122,open
Port Egress,11123,open
Port Egress,11124,open
Port Egress,11125,open
Port Egress,11127,open
Port Egress,11126,open
Port Egress,11128,open
Port Egress,11129,open
Port Egress,11130,open
Port Egress,11131,open
Port Egress,11132,open
Port Egress,11133,open
Port Egress,11134,open
Port Egress,11135,open
Port Egress,11136,open
Port Egress,11137,open
Port Egress,11138,open
Port Egress,11139,open
Port Egress,11140,open
Port Egress,11141,open
Port Egress,11142,open
Port Egress,11143,open
Port Egress,11144,open
Port Egress,11145,open
Port Egress,11146,open
Port Egress,11147,open
Port Egress,11148,open
Port Egress,11149,open
Port Egress,11150,open
Port Egress,11151,open
Port Egress,11152,open
Port Egress,11153,open
Port Egress,11154,open
Port Egress,11155,open
Port Egress,11156,open
Port Egress,11157,open
Port Egress,11158,open
Port Egress,11159,open
Port Egress,11161,open
Port Egress,11160,open
Port Egress,11162,open
Port Egress,11164,open
Port Egress,11165,open
Port Egress,11163,open
Port Egress,11166,open
Port Egress,11167,open
Port Egress,11168,open
Port Egress,11169,open
Port Egress,11170,open
Port Egress,11171,open
Port Egress,11172,open
Port Egress,11173,open
Port Egress,11174,open
Port Egress,11175,open
Port Egress,11176,open
Port Egress,11177,open
Port Egress,11178,open
Port Egress,11179,open
Port Egress,11180,open
Port Egress,11181,open
Port Egress,11182,open
Port Egress,11183,open
Port Egress,11184,open
Port Egress,11185,open
Port Egress,11186,open
Port Egress,11187,open
Port Egress,11188,open
Port Egress,11189,open
Port Egress,11190,open
Port Egress,11191,open
Port Egress,11192,open
Port Egress,11193,open
Port Egress,11194,open
Port Egress,11195,open
Port Egress,11196,open
Port Egress,11197,open
Port Egress,11198,open
Port Egress,11199,open
Port Egress,11200,open
Port Egress,11201,open
Port Egress,11202,open
Port Egress,11203,open
Port Egress,11204,open
Port Egress,11205,open
Port Egress,11206,open
Port Egress,11207,open
Port Egress,11208,open
Port Egress,11209,open
Port Egress,11210,open
Port Egress,11211,open
Port Egress,11212,open
Port Egress,11214,open
Port Egress,11213,open
Port Egress,11215,open
Port Egress,11216,open
Port Egress,11217,open
Port Egress,11218,open
Port Egress,11219,open
Port Egress,11220,open
Port Egress,11221,open
Port Egress,11222,open
Port Egress,11223,open
Port Egress,11224,open
Port Egress,11225,open
Port Egress,11226,open
Port Egress,11227,open
Port Egress,11228,open
Port Egress,11229,open
Port Egress,11230,open
Port Egress,11231,open
Port Egress,11232,open
Port Egress,11233,open
Port Egress,11234,open
Port Egress,11235,open
Port Egress,11236,open
Port Egress,11237,open
Port Egress,11238,open
Port Egress,11239,open
Port Egress,11240,open
Port Egress,11241,open
Port Egress,11242,open
Port Egress,11243,open
Port Egress,11244,open
Port Egress,11245,open
Port Egress,11246,open
Port Egress,11247,open
Port Egress,11248,open
Port Egress,11249,open
Port Egress,11250,open
Port Egress,11251,open
Port Egress,11252,open
Port Egress,11253,open
Port Egress,11254,open
Port Egress,11255,open
Port Egress,11256,open
Port Egress,11257,open
Port Egress,11258,open
Port Egress,11259,open
Port Egress,11260,open
Port Egress,11261,open
Port Egress,11262,open
Port Egress,11263,open
Port Egress,11264,open
Port Egress,11265,open
Port Egress,11266,open
Port Egress,11267,open
Port Egress,11268,open
Port Egress,11269,open
Port Egress,11270,open
Port Egress,11271,open
Port Egress,11272,open
Port Egress,11273,open
Port Egress,11274,open
Port Egress,11275,open
Port Egress,11276,open
Port Egress,11277,open
Port Egress,11278,open
Port Egress,11279,open
Port Egress,11280,open
Port Egress,11282,open
Port Egress,11281,open
Port Egress,11283,open
Port Egress,11284,open
Port Egress,11285,open
Port Egress,11286,open
Port Egress,11287,open
Port Egress,11288,open
Port Egress,11289,open
Port Egress,11290,open
Port Egress,11291,open
Port Egress,11292,open
Port Egress,11293,open
Port Egress,11294,open
Port Egress,11295,open
Port Egress,11296,open
Port Egress,11297,open
Port Egress,11298,open
Port Egress,11299,open
Port Egress,11300,open
Port Egress,11301,open
Port Egress,11302,open
Port Egress,11303,open
Port Egress,11304,open
Port Egress,11305,open
Port Egress,11306,open
Port Egress,11307,open
Port Egress,11308,open
Port Egress,11309,open
Port Egress,11310,open
Port Egress,11312,open
Port Egress,11311,open
Port Egress,11313,open
Port Egress,11314,open
Port Egress,11315,open
Port Egress,11316,open
Port Egress,11317,open
Port Egress,11319,open
Port Egress,11318,open
Port Egress,11320,open
Port Egress,11321,open
Port Egress,11322,open
Port Egress,11323,open
Port Egress,11324,open
Port Egress,11325,open
Port Egress,11326,open
Port Egress,11327,open
Port Egress,11328,open
Port Egress,11329,open
Port Egress,11330,open
Port Egress,11331,open
Port Egress,11332,open
Port Egress,11333,open
Port Egress,11334,open
Port Egress,11335,open
Port Egress,11336,open
Port Egress,11337,open
Port Egress,11338,open
Port Egress,11339,open
Port Egress,11340,open
Port Egress,11341,open
Port Egress,11342,open
Port Egress,11344,open
Port Egress,11343,open
Port Egress,11345,open
Port Egress,11346,open
Port Egress,11347,open
Port Egress,11348,open
Port Egress,11349,open
Port Egress,11350,open
Port Egress,11351,open
Port Egress,11353,open
Port Egress,11352,open
Port Egress,11354,open
Port Egress,11355,open
Port Egress,11357,open
Port Egress,11356,open
Port Egress,11358,open
Port Egress,11359,open
Port Egress,11360,open
Port Egress,11361,open
Port Egress,11362,open
Port Egress,11363,open
Port Egress,11364,open
Port Egress,11366,open
Port Egress,11365,open
Port Egress,11367,open
Port Egress,11368,open
Port Egress,11370,open
Port Egress,11369,open
Port Egress,11371,open
Port Egress,11372,open
Port Egress,11373,open
Port Egress,11374,open
Port Egress,11375,open
Port Egress,11376,open
Port Egress,11377,open
Port Egress,11378,open
Port Egress,11379,open
Port Egress,11380,open
Port Egress,11381,open
Port Egress,11382,open
Port Egress,11384,open
Port Egress,11383,open
Port Egress,11385,open
Port Egress,11386,open
Port Egress,11387,open
Port Egress,11388,open
Port Egress,11389,open
Port Egress,11390,open
Port Egress,11391,open
Port Egress,11392,open
Port Egress,11393,open
Port Egress,11395,open
Port Egress,11394,open
Port Egress,11396,open
Port Egress,11397,open
Port Egress,11398,open
Port Egress,11399,open
Port Egress,11400,open
Port Egress,11402,open
Port Egress,11401,open
Port Egress,11403,open
Port Egress,11404,open
Port Egress,11406,open
Port Egress,11405,open
Port Egress,11407,open
Port Egress,11409,open
Port Egress,11408,open
Port Egress,11410,open
Port Egress,11411,open
Port Egress,11412,open
Port Egress,11413,open
Port Egress,11414,open
Port Egress,11415,open
Port Egress,11416,open
Port Egress,11417,open
Port Egress,11418,open
Port Egress,11419,open
Port Egress,11420,open
Port Egress,11421,open
Port Egress,11423,open
Port Egress,11422,open
Port Egress,11424,open
Port Egress,11425,open
Port Egress,11426,open
Port Egress,11428,open
Port Egress,11427,open
Port Egress,11429,open
Port Egress,11430,open
Port Egress,11431,open
Port Egress,11432,open
Port Egress,11433,open
Port Egress,11434,open
Port Egress,11437,open
Port Egress,11436,open
Port Egress,11435,open
Port Egress,11438,open
Port Egress,11439,open
Port Egress,11440,open
Port Egress,11441,open
Port Egress,11442,open
Port Egress,11443,open
Port Egress,11444,open
Port Egress,11445,open
Port Egress,11446,open
Port Egress,11447,open
Port Egress,11448,open
Port Egress,11450,open
Port Egress,11449,open
Port Egress,11451,open
Port Egress,11452,open
Port Egress,11453,open
Port Egress,11454,open
Port Egress,11455,open
Port Egress,11456,open
Port Egress,11457,open
Port Egress,11458,open
Port Egress,11459,open
Port Egress,11460,open
Port Egress,11461,open
Port Egress,11462,open
Port Egress,11463,open
Port Egress,11464,open
Port Egress,11465,open
Port Egress,11466,open
Port Egress,11467,open
Port Egress,11468,open
Port Egress,11469,open
Port Egress,11470,open
Port Egress,11471,open
Port Egress,11473,open
Port Egress,11472,open
Port Egress,11474,open
Port Egress,11475,open
Port Egress,11476,open
Port Egress,11477,open
Port Egress,11479,open
Port Egress,11478,open
Port Egress,11480,open
Port Egress,11481,open
Port Egress,11482,open
Port Egress,11483,open
Port Egress,11484,open
Port Egress,11485,open
Port Egress,11486,open
Port Egress,11487,open
Port Egress,11488,open
Port Egress,11489,open
Port Egress,11490,open
Port Egress,11491,open
Port Egress,11493,open
Port Egress,11492,open
Port Egress,11494,open
Port Egress,11496,open
Port Egress,11495,open
Port Egress,11497,open
Port Egress,11498,open
Port Egress,11499,open
Port Egress,11500,open
Port Egress,11501,open
Port Egress,11503,open
Port Egress,11502,open
Port Egress,11504,open
Port Egress,11506,open
Port Egress,11505,open
Port Egress,11507,open
Port Egress,11508,open
Port Egress,11509,open
Port Egress,11510,open
Port Egress,11512,open
Port Egress,11511,open
Port Egress,11513,open
Port Egress,11514,open
Port Egress,11515,open
Port Egress,11516,open
Port Egress,11517,open
Port Egress,11518,open
Port Egress,11519,open
Port Egress,11520,open
Port Egress,11522,open
Port Egress,11521,open
Port Egress,11525,open
Port Egress,11524,open
Port Egress,11526,open
Port Egress,11523,open
Port Egress,11527,open
Port Egress,11528,open
Port Egress,11529,open
Port Egress,11530,open
Port Egress,11531,open
Port Egress,11532,open
Port Egress,11533,open
Port Egress,11534,open
Port Egress,11536,open
Port Egress,11535,open
Port Egress,11537,open
